rev_id,perc_labelled_attack,n_labelled_attack,n_labels,predictor_prob
142707737,0.105263158,2,19,0.016588917
142719221,0,0,19,0.002054011
142763471,0,0,20,0.029128135
142775255,0,0,10,0.031022517
142781765,0,0,10,0.025493366
142892648,0,0,9,0.041746305
142950231,0.35,7,20,0.071058838
142958906,0,0,10,0.035440498
142960760,0,0,30,0.026138637
142970007,0.333333333,10,30,0.017088305
142985501,0,0,10,0.018200117
142986264,0.1,1,10,0.029488362
142991416,0,0,19,0.046512269
142992488,0,0,10,0.010366816
142996170,0,0,28,0.079994757
143012801,0,0,9,0.005216936
143046679,0.148148148,4,27,0.050600899
143048881,0,0,18,0.023592877
143077799,0,0,10,0.009466895
143094882,0,0,15,0.145123403
143117551,0,0,10,0.005621632
143123270,0,0,9,0.009421972
143125112,0,0,9,0.01932509
143132668,0,0,18,0.014614203
143133648,0.3,3,10,0.039114626
143145988,0,0,10,0.030090921
143177773,0.1,1,10,0.067846916
143179211,0,0,10,0.016346515
143198680,0.05,1,20,0.005942028
143270364,0.071428571,2,28,0.012479374
143305978,0.05,1,20,0.018149839
143336420,0.1,1,10,0.049562904
143341037,0.105263158,2,19,0.034366622
143420936,0,0,10,0.017700979
143421930,0.1,1,10,0.106157523
143426112,0,0,20,0.012168642
143480091,0.157894737,3,19,0.001979657
143508894,0.8,8,10,0.337393165
143515803,0.105263158,2,19,0.001654398
143517948,0.1,1,10,0.040961286
143527574,0,0,9,0.002122132
143548353,0,0,20,0.016060647
143621990,0,0,20,0.01076842
143638917,0.2,2,10,0.265047022
143645999,0,0,20,0.004243704
143647061,0.1,1,10,0.07522048
143672324,0,0,20,0.005373219
143705511,0.05,1,20,0.016701622
143753052,0.0625,1,16,0.005925924
143778879,0.9,9,10,0.821798504
143809036,0,0,20,0.01053057
143845013,0,0,10,0.068982323
143849595,0,0,19,0.011252856
143886606,0,0,20,0.010661844
143916135,0.05,1,20,0.007621889
143916904,0.3,3,10,0.021143396
143922602,0.105263158,2,19,0.179029353
143927519,0.05,1,20,0.011010581
143935453,0.75,6,8,0.673084522
143943380,0,0,19,0.06148492
143970839,0,0,19,0.024808442
143977083,0,0,20,0.012381525
144005326,0,0,17,0.018824581
144008334,0.266666667,8,30,0.044609482
144085680,0.4,8,20,0.02971301
144135536,0.1,1,10,0.008145299
144172688,0.05,1,20,0.029428245
144182305,0,0,9,0.002764326
144235502,0.2,2,10,0.04235155
144242734,0.961538462,25,26,0.347205897
144265377,0.05,1,20,0.00507391
144312599,0.05,1,20,0.009975986
144409925,0,0,30,0.096281178
144427645,0.111111111,1,9,0.028231235
144449328,0,0,10,0.059648608
144451391,0,0,19,0.01101816
144460501,0,0,20,0.024609963
144590232,0,0,20,0.003854552
144651074,0.1,1,10,0.011245482
144655921,0,0,20,0.012169964
144700448,0,0,10,0.024690024
144716329,0.1,1,10,0.041534244
144771154,0,0,18,0.054186781
144785033,0,0,10,0.013249897
144823555,0,0,8,0.132675623
144847200,0.125,1,8,0.009939579
144867052,0.037037037,1,27,0.04110572
144963624,0.821428571,23,28,0.718008152
144967126,0,0,9,0.004219758
144970077,0.05,1,20,0.011851657
145069468,0,0,20,0.018744935
145081606,0.05,1,20,0.022396246
145099897,0,0,20,0.003761414
145111048,0.8,8,10,0.657636732
145143262,0.222222222,2,9,0.018086802
145156776,0,0,10,0.03002184
145184842,0,0,10,0.103295763
145188572,0.321428571,9,28,0.164632864
145202849,0,0,9,0.024264173
145249177,0.05,1,20,0.029977508
145271346,0,0,10,0.044164427
145295716,0.25,5,20,0.022999294
145313496,0,0,20,0.043448104
145361017,0.107142857,3,28,0.028220344
145374879,0,0,10,0.039110894
145403523,0,0,20,0.035692442
145404196,0.2,2,10,0.0118744
145405529,0.333333333,3,9,0.054151971
145420776,0,0,10,0.029654029
145435902,0.444444444,4,9,0.052102699
145441172,0.888888889,8,9,0.789853974
145468156,0,0,10,0.045141497
145484048,0,0,9,0.005069563
145498557,0.310344828,9,29,0.025773713
145504147,0.5,15,30,0.018974349
145516480,0.035714286,1,28,0.010510848
145548531,0.05,1,20,0.013470528
145568953,0.3,3,10,0.187450162
145581286,0.7,7,10,0.728642448
145666063,0,0,20,0.003833775
145667400,0.2,2,10,0.013596029
145701175,0.111111111,1,9,0.017241271
145749317,0,0,10,0.053662086
145760785,0,0,10,0.016976384
145776613,0.05,1,20,0.003461204
145784868,0,0,10,0.002930885
145795250,0,0,19,0.005657746
145804928,0,0,20,0.012001898
145819028,0,0,20,0.008898473
145820232,0.2,2,10,0.144646808
145915720,0.1,1,10,0.038740203
145963826,0,0,9,0.081954634
146013063,0.111111111,1,9,0.028274127
146032752,0,0,10,0.004143668
146069453,0.05,1,20,0.007887213
146071691,0.1,1,10,0.155057827
146081378,0.111111111,1,9,0.014052686
146151347,0.25,5,20,0.020707181
146174759,0.05,1,20,0.115140226
146192872,0,0,20,0.014075587
146262337,0,0,9,0.062533231
146298006,0,0,10,0.010767767
146310941,0,0,10,0.01134168
146325953,0,0,10,0.031797662
146355652,0,0,9,0.022060189
146375906,0.166666667,3,18,0.033828688
146409018,0.05,1,20,0.004397396
146415330,0.111111111,1,9,0.006458608
146482144,0,0,20,0.004591475
146615325,0.965517241,28,29,0.99664767
146621488,0.034482759,1,29,0.002297467
146635971,0,0,20,0.025595133
146638430,0.05,1,20,0.002852406
146644297,0,0,20,0.024568891
146651025,0.857142857,24,28,0.163034702
146651293,0.413793103,12,29,0.173571883
146666936,0.1,1,10,0.030581041
146705205,0,0,10,0.039421109
146720564,0.2,2,10,0.066776264
146734992,0,0,20,0.032052896
146780997,0,0,20,0.003558653
146798309,0,0,10,0.07721349
146800286,0.3,3,10,0.046127799
146809194,0,0,10,0.019517277
146814984,0,0,8,0.027898114
146821097,0,0,10,0.076505114
146824329,0.1,1,10,0.023838897
146829426,0,0,10,0.033124261
146830813,0.111111111,1,9,0.015202853
146834895,0.2,2,10,0.045683933
146837808,0.5,14,28,0.037563658
146841317,0,0,9,0.005171567
146842149,0,0,10,0.013312874
146845651,0,0,8,0.013112136
146884805,0,0,10,0.005813621
146901917,0.05,1,20,0.024338931
146945535,0.5,5,10,0.327383585
147017992,0.1,2,20,0.088244547
147074608,0.033333333,1,30,0.004323902
147086853,0.3,6,20,0.230874323
147130660,0.259259259,7,27,0.12163042
147131597,0.1,1,10,0.021258762
147142277,0,0,20,0.004536503
147222344,0,0,10,0.003707787
147242968,0,0,9,0.009667958
147247403,0.222222222,2,9,0.092060519
147273455,0,0,8,0.026921994
147293234,0,0,28,0.098295342
147342111,0.433333333,13,30,0.154418439
147396493,0.1,2,20,0.109612736
147424276,0.035714286,1,28,0.002862681
147427267,0.068965517,2,29,0.013133805
147446875,0.4,4,10,0.208250697
147449410,0,0,20,0.001377957
147459667,0,0,10,0.067471294
147465596,0.2,2,10,0.020062023
147481184,0.1,1,10,0.015040902
147481615,0.4,4,10,0.003576386
147510704,0.15,3,20,0.019294106
147534888,0.666666667,6,9,0.87895695
147562537,0.8,8,10,0.561293235
147602790,0.2,6,30,0.017692453
147663446,0,0,20,0.011252856
147671502,1,10,10,0.995045726
147681892,1,10,10,0.974940218
147699967,0,0,9,0.009828294
147734048,0,0,19,0.038549051
147736585,0,0,10,0.006889701
147743420,0,0,9,0.00507391
147767037,0,0,10,0.00507391
147768414,0.111111111,1,9,0.010043907
147781633,0,0,20,0.009946995
147805518,0,0,20,0.007683261
147808273,0.928571429,26,28,0.860134305
147814388,0.2,4,20,0.129759877
147827607,0,0,18,0.00507391
147891400,0,0,20,0.063719331
147918272,0,0,9,0.043399137
147918320,0,0,10,0.0292685
147918765,0.05,1,20,0.020769499
147947263,0,0,10,0.010999899
147955016,0.111111111,1,9,0.025496217
147968814,0.111111111,1,9,0.004484214
147975598,0.333333333,3,9,0.031924993
147976564,0,0,10,0.036808697
147977714,0.2,4,20,0.056316475
147982105,0,0,10,0.010200535
148011336,0.666666667,6,9,0.054716533
148025434,0,0,10,0.022963756
148035310,0,0,10,0.041281689
148041766,0.068965517,2,29,0.003833775
148056375,0,0,20,0.003849142
148127970,0,0,10,0.03184937
148136572,0,0,10,0.213954977
148150705,0,0,20,0.022562043
148269534,0.055555556,1,18,0.002880783
148278136,0,0,9,0.007494934
148319332,0,0,10,0.004918504
148431573,0.3,3,10,0.317316588
148504684,0.111111111,1,9,0.011853091
148540617,0,0,10,0.005953677
148542280,0.5,14,28,0.388838762
148584718,0.1,1,10,0.028665715
148603919,0,0,20,0.039045402
148610788,0,0,9,0.041343691
148618191,0.034482759,1,29,0.011990601
148620908,0.6,6,10,0.054740263
148627053,0.37037037,10,27,0.083354624
148627408,0.111111111,1,9,0.082517858
148630670,0,0,9,0.008077001
148633269,0.785714286,22,28,0.521318049
148691633,0.115384615,3,26,0.063048193
148714084,0,0,10,0.017162182
148738735,0,0,19,0.036363214
148753401,0.777777778,7,9,0.266357771
148758608,0.1,1,10,0.032194176
148759799,0.148148148,4,27,0.010630979
148793948,0,0,9,0.021557115
148837908,0.1,2,20,0.010950727
148839833,0.111111111,1,9,0.011113607
148873099,0,0,20,0.002428807
148873856,0.1,1,10,0.055795864
148876529,0,0,9,0.012483016
148937789,0.8,8,10,0.098067305
148947123,0.2,2,10,0.029079511
148963625,1,29,29,0.780171867
148965590,0.785714286,22,28,0.493999441
148967645,0.769230769,20,26,0.368535912
148973329,0.1,1,10,0.088399955
148996632,0.1,1,10,0.006445673
149008420,0,0,10,0.009026003
149013149,0.9,9,10,0.477550611
149053089,0,0,18,0.020690528
149132031,0,0,10,0.109034435
149161932,0,0,20,0.038953604
149168953,0.1,2,20,0.035150599
149179081,0,0,20,0.011153108
149184482,0.1,1,10,0.024544318
149203567,0,0,9,0.032693211
149208273,1,9,9,0.578052372
149233542,0,0,26,0.076375782
149242270,0,0,10,0.002862681
149251377,0,0,8,0.103012131
149258330,0.2,2,10,0.018319832
149275016,0.333333333,3,9,0.159887676
149307784,0.055555556,1,18,0.014528563
149316322,0.05,1,20,0.002873614
149348646,0,0,20,0.020456094
149366849,0,0,24,0.006804279
149380019,0.607142857,17,28,0.268370273
149380141,0.3,3,10,0.038541561
149396024,0.034482759,1,29,0.049276365
149414345,0.222222222,2,9,0.190444572
149428901,0.15,3,20,0.076079847
149430265,0,0,18,0.005679716
149430328,0,0,10,0.025264069
149439790,0.296296296,8,27,0.02394372
149442617,0.230769231,6,26,0.070572203
149462424,0,0,10,0.041136195
149517810,0.62962963,17,27,0.16496562
149521976,0,0,9,0.004059768
149548223,0,0,9,0.027821106
149588628,0.15,3,20,0.005345702
149618012,0,0,10,0.029172362
149623365,0.05,1,20,0.004166718
149668228,0.888888889,8,9,0.250003274
149669929,0.2,2,10,0.270009302
149823246,0,0,10,0.016825674
149830792,0,0,10,0.006284696
149865655,0,0,10,0.040974542
149928012,0,0,17,0.048478636
149934007,0,0,9,0.036332436
149936769,0.9,9,10,0.998214719
149948281,0,0,10,0.015935501
150024749,0,0,9,0.023273985
150071667,0,0,9,0.008995662
150083160,0,0,10,0.040820311
150102811,0.038461538,1,26,0.030072667
150106982,0.111111111,1,9,0.013901815
150121135,0,0,9,0.04085179
150261409,0,0,9,0.042998061
150274414,0.740740741,20,27,0.465594191
150289195,0,0,9,0.04273293
150298998,0.071428571,2,28,0.03018826
150307319,0,0,10,0.003346441
150309171,0.24137931,7,29,0.044974418
150346709,0.1,1,10,0.121583375
150385449,0,0,9,0.009627304
150432860,0,0,20,0.014406274
150503763,0.375,3,8,0.020339963
150525919,0,0,20,0.015982036
150527345,0,0,9,0.015073071
150528003,0.1,1,10,0.01275917
150576692,0,0,19,0.03209993
150619476,0,0,20,0.121717926
150630549,0,0,20,0.005074482
150632485,0,0,9,0.015306297
150647806,0,0,10,0.003977253
150679125,0.111111111,1,9,0.075270549
150708103,0,0,10,0.005237518
150723442,0,0,10,0.021975286
150753018,0,0,8,0.030924569
150862649,0.05,1,20,0.050308766
150877439,0,0,19,0.025780224
150908921,0,0,10,0.012895228
150912068,0.75,15,20,0.846421432
150953877,1,10,10,0.998128755
151036760,0.111111111,1,9,0.040716312
151038881,1,9,9,0.992714364
151040418,0,0,10,0.00808633
151041823,0,0,8,0.024247345
151070537,1,28,28,0.99443347
151076692,0,0,9,0.109772891
151212784,0.482758621,14,29,0.129549427
151220701,0,0,10,0.011217342
151282409,0,0,9,0.028261081
151312536,0.1,1,10,0.075001099
151430769,0.346153846,9,26,0.052344393
151436287,0,0,9,0.018818607
151445372,0.482758621,14,29,0.031311239
151445504,0.161290323,5,31,0.056877464
151453348,0.103448276,3,29,0.024266306
151457105,0,0,28,0.00406227
151467771,0,0,10,0.022767366
151476195,0,0,10,0.020617482
151476541,0.333333333,3,9,0.201144269
151480370,0,0,20,0.024947212
151493223,0,0,20,0.00680691
151497468,0.55,11,20,0.242939653
151505211,0.3,3,10,0.14135106
151520597,0.35,7,20,0.259362472
151523110,0,0,10,0.008826096
151573525,0,0,10,0.008423579
151736001,0,0,9,0.052631477
151740007,0,0,9,0.004709229
151748667,0.05,1,20,0.002930885
151753200,0.2,2,10,0.259385294
151762153,0.125,1,8,0.041720685
151767013,0,0,10,0.097886475
151810280,0,0,10,0.021906871
151831275,0,0,20,0.021801728
151842852,0,0,20,0.027168454
151871219,0.785714286,22,28,0.451243847
151879540,0,0,9,0.014600745
151912166,0,0,10,0.008119871
152032564,0.592592593,16,27,0.115139492
152066662,0.05,1,20,0.011570999
152069678,0,0,20,0.00577534
152082523,0,0,19,0.015199556
152111102,0.125,1,8,0.12168937
152132691,0.4,4,10,0.062939135
152141717,0.413793103,12,29,0.104657259
152216262,0,0,10,0.013242011
152239567,0.233333333,7,30,0.100384416
152239906,0.05,1,20,0.00487908
152256194,0,0,17,0.029316981
152300073,0,0,10,0.060156629
152317699,0.666666667,6,9,0.050849001
152337397,0.933333333,28,30,0.999827214
152439296,0.25,2,8,0.103839282
152497641,0,0,20,0.04047412
152516255,0,0,20,0.004166718
152585049,0,0,20,0.00540646
152610060,0.05,1,20,0.024006741
152629180,0.333333333,3,9,0.007995664
152632231,0.05,1,20,0.092290768
152632491,0.444444444,4,9,0.501205227
152669710,0,0,9,0.006242572
152715693,0.05,1,20,0.019699059
152727462,0.111111111,1,9,0.23326313
152727730,0.222222222,2,9,0.120256318
152763907,0.25,5,20,0.581277463
152765535,0,0,8,0.038625115
152796209,0,0,20,0.015063334
152804773,0,0,20,0.055619647
152855194,0,0,9,0.078070326
152879485,0.5,4,8,0.022223547
152880043,0.333333333,3,9,0.154304201
152890174,0,0,27,0.039234256
152923999,0,0,10,0.012340278
152953230,0.1,2,20,0.052574794
152972886,0.111111111,1,9,0.01381503
152989554,0,0,20,0.009667958
153012921,0,0,20,0.021894818
153060368,0,0,9,0.038372931
153064108,0.068965517,2,29,0.086465425
153070440,0,0,9,0.057640642
153071874,0.5,5,10,0.032045573
153231601,0.05,1,20,0.014877336
153236216,0.111111111,1,9,0.097570488
153239477,0.3,3,10,0.042323472
153340261,0.2,6,30,0.286499652
153341447,0.2,2,10,0.280656892
153348063,0.888888889,8,9,0.999331037
153367353,0.05,1,20,0.005032602
153382317,0,0,9,0.005658517
153396358,0,0,9,0.013208135
153468726,0.1,1,10,0.024145248
153474616,0.1,1,10,0.022280287
153487568,0.111111111,1,9,0.011542859
153500432,1,10,10,0.991735862
153545200,0.111111111,1,9,0.125228215
153563695,0,0,10,0.050388587
153599401,0.388888889,7,18,0.135773719
153651682,0,0,20,0.009372792
153663208,0,0,20,0.039972687
153670324,0,0,10,0.034245537
153727993,0.25,5,20,0.011586227
153772684,0.222222222,2,9,0.120140106
153790714,0,0,20,0.012776816
153850378,0.1,2,20,0.057071457
153911908,0.1,1,10,0.141164911
153921570,0,0,10,0.015060009
153937630,0.8,8,10,0.999063663
153939171,0.8,8,10,0.474751398
153955092,0.35,7,20,0.144804082
153965190,0,0,10,0.031779818
153974541,0.2,2,10,0.063623728
153977345,0.2,2,10,0.111834378
154010177,0,0,10,0.005221136
154012899,0.142857143,4,28,0.019627355
154027706,0,0,10,0.081472122
154032137,0,0,10,0.032035258
154055404,0.4,4,10,0.080103911
154088497,0.052631579,1,19,0.030343303
154114494,0.111111111,1,9,0.106872104
154153555,0.1,2,20,0.006327883
154242921,0,0,20,0.017801975
154243112,0,0,20,0.024876485
154261363,0.2,2,10,0.028663395
154271950,0,0,20,0.012848831
154279271,0.7,14,20,0.370177237
154279680,0.875,7,8,0.370177237
154313665,0.058823529,1,17,0.174133122
154396914,0.05,1,20,0.020311714
154479310,0,0,20,0.049702389
154498531,0,0,20,0.021580635
154508805,0.111111111,1,9,0.057188111
154524787,1,31,31,0.999660586
154597718,0.035714286,1,28,0.039637091
154606832,0.24137931,7,29,0.046891018
154607001,0.6,6,10,0.078437051
154619672,0,0,8,0.035169409
154622633,0.2,4,20,0.012645092
154625469,0,0,17,0.010473817
154635826,0,0,10,0.032720023
154700899,0,0,27,0.025212509
154752665,0,0,20,0.00473768
154788132,0,0,19,0.029454916
154848289,0.777777778,7,9,0.790391266
154852725,0.1,1,10,0.027956315
154864051,0,0,19,0.007311806
154880644,0,0,20,0.015841435
154987928,0.3,3,10,0.004979701
155003214,0,0,19,0.021437296
155007577,0,0,10,0.00850225
155023303,0.05,1,20,0.023866539
155075628,0.928571429,26,28,0.953022015
155081097,0,0,9,0.02911565
155158616,0.1,1,10,0.061599422
155218021,0,0,9,0.034936465
155221732,0,0,10,0.040124114
155226945,0.666666667,6,9,0.034583488
155236692,0.052631579,1,19,0.063587085
155245668,0,0,20,0.018856327
155358381,0.071428571,2,28,0.016688615
155359777,0.2,2,10,0.032832477
155361049,0.2,2,10,0.125678927
155472390,0.2,2,10,0.086154484
155500752,0,0,20,0.004335335
155523067,0,0,10,0.02705853
155563620,0,0,10,0.014814037
155594283,0,0,20,0.032930399
155606119,0,0,10,0.053838579
155606889,0.1,1,10,0.017947472
155627282,0.05,1,20,0.014125064
155631667,0.5,10,20,0.135086059
155632815,0,0,9,0.03664727
155673047,0.222222222,6,27,0.083785543
155693542,0.333333333,3,9,0.344628277
155726953,0,0,27,0.032232486
155758562,0.15,3,20,0.010447742
155777016,0,0,10,0.025195284
155824114,0,0,10,0.012408016
155886796,0,0,20,0.031424691
155890339,0.111111111,1,9,0.01147748
155929029,0,0,20,0.0057499
155935122,0,0,10,0.007980679
155938980,0.111111111,1,9,0.049893034
155956503,0.607142857,17,28,0.123422375
155977272,0.1,2,20,0.004132024
155991076,0.6,6,10,0.790301342
155992735,0.45,9,20,0.069591248
156001657,0.5,4,8,0.029082173
156042596,0,0,20,0.029347164
156077993,0,0,10,0.003399715
156082710,0.05,1,20,0.029960377
156181059,0.551724138,16,29,0.857185116
156196035,0,0,20,0.007918182
156204967,0.5,5,10,0.040144602
156210467,0,0,10,0.006387368
156237928,0.4,4,10,0.02867014
156461692,0.222222222,6,27,0.293871607
156508409,0,0,20,0.007459929
156577607,0.1,1,10,0.141360088
156600002,0,0,20,0.017273411
156615013,0,0,20,0.023082927
156622591,0,0,10,0.030952292
156705241,0,0,10,0.028666159
156825899,0,0,20,0.004920854
157005431,0.3,3,10,0.026155556
157061334,0.1,2,20,0.00256664
157070632,0,0,10,0.062615258
157111041,0,0,9,0.07292698
157136628,0,0,10,0.054636874
157159402,0.555555556,5,9,0.048818737
157180339,0.222222222,2,9,0.062146585
157230910,0,0,20,0.016621306
157283544,0.125,1,8,0.013113273
157311901,0.2,2,10,0.127609232
157335660,0.2,2,10,0.024591264
157339884,0,0,10,0.007062932
157412388,0.035714286,1,28,0.03618841
157421234,0,0,9,0.032413695
157422910,0.1,1,10,0.096196561
157500666,0.535714286,15,28,0.086605782
157514867,0,0,10,0.031922974
157626443,0.076923077,2,26,0.016339768
157662323,0.1,1,10,0.073900074
157834740,0.148148148,4,27,0.029698007
157887577,0,0,20,0.015696893
157925417,0.05,1,20,0.013173621
157935709,0.111111111,1,9,0.029188438
157991823,0,0,19,0.02096933
158011280,0,0,9,0.011031504
158011932,0,0,9,0.025583863
158017774,0,0,10,0.006880344
158018845,0.1,2,20,0.007496173
158023036,0,0,9,0.016228802
158031195,0.777777778,7,9,0.422817957
158041920,0,0,10,0.027953511
158051404,0,0,20,0.014083182
158094250,0,0,9,0.010072952
158146177,0,0,20,0.075276802
158180446,0.4,4,10,0.584932028
158206936,0,0,10,0.015717686
158251631,0.05,1,20,0.003344144
158290024,0,0,20,0.009901841
158292638,0.222222222,2,9,0.105517662
158369047,0.3,3,10,0.078856131
158372330,0.05,1,20,0.025722684
158387329,0,0,20,0.021460256
158446673,0,0,20,0.067777523
158548033,0.05,1,20,0.0240888
158549580,0.153846154,4,26,0.012075051
158561397,0,0,9,0.016449409
158589689,0,0,18,0.006555031
158612765,0,0,10,0.009595432
158624884,0.5,5,10,0.115344014
158642470,1,9,9,0.999064566
158646905,0.55,11,20,0.044431351
158755678,0,0,20,0.006644305
158770870,0,0,20,0.034857519
158786387,0.444444444,12,27,0.213782795
158799548,0,0,10,0.013599892
158855885,0,0,9,0.013389484
158924724,0.2,2,10,0.095948747
158964093,0,0,19,0.0034099
158984283,0.15,3,20,0.007270018
158999301,0,0,20,0.048567585
159017016,0,0,10,0.004961461
159019589,0,0,9,0.024419159
159030146,0,0,9,0.09299186
159058726,0.333333333,3,9,0.049071106
159061655,0,0,19,0.011250826
159079965,0.2,2,10,0.026743937
159099432,0.222222222,2,9,0.255933
159107051,0.2,4,20,0.005390802
159118543,0.111111111,1,9,0.011172497
159142696,0,0,20,0.023379221
159144534,0.1,1,10,0.031493475
159145445,0,0,10,0.04348917
159158510,0.5,4,8,0.268802422
159202709,0.111111111,1,9,0.029814646
159277791,0,0,10,0.019820777
159294367,0.8,8,10,0.984200203
159307491,0.05,1,20,0.039658721
159319268,0,0,20,0.003312406
159348733,0,0,20,0.055197362
159391935,0.4,4,10,0.191797476
159403139,0.2,2,10,0.03587195
159411172,0,0,10,0.006985949
159413696,0.7,7,10,0.188218227
159420024,0,0,10,0.107429774
159430578,0,0,8,0.021536114
159455004,0.3,3,10,0.00842302
159469133,0,0,19,0.003261523
159494267,0,0,20,0.016201634
159634853,0,0,9,0.043526784
159676138,0.15,3,20,0.033124277
159697642,0.111111111,1,9,0.026049178
159712732,0,0,10,0.013728818
159757535,0,0,9,0.006913481
159784486,0,0,10,0.01942106
159903935,0.111111111,1,9,0.028690032
159915943,0.35,7,20,0.071065523
159942782,0,0,20,0.003283922
159948091,0,0,20,0.015956308
160000556,0,0,20,0.005451185
160020196,0,0,19,0.015631213
160025253,0,0,20,0.01954403
160062001,0,0,18,0.020290497
160134394,0,0,8,0.148120658
160195179,0.5,5,10,0.283403541
160198021,0,0,9,0.025627407
160199839,0.3,3,10,0.009356992
160227492,0,0,9,0.034578818
160395515,0.166666667,3,18,0.032906883
160411813,0,0,9,0.009241156
160426503,0.117647059,2,17,0.00680287
160489801,0.137931034,4,29,0.097053768
160533434,0.827586207,24,29,0.653561718
160539377,0,0,10,0.012008878
160565150,0.1,1,10,0.101762452
160637561,0,0,9,0.04384485
160648808,0,0,20,0.018464354
160649852,0,0,20,0.005333977
160656123,0,0,10,0.013424325
160672233,0.1,1,10,0.031873406
160672447,0,0,20,0.07052635
160706622,0,0,20,0.030330149
160795390,0,0,9,0.107695944
160815862,0.071428571,2,28,0.196276779
160842057,0.1,1,10,0.039875766
160850947,0,0,29,0.016246313
160903640,0.2,4,20,0.026983651
160925459,0.111111111,1,9,0.127951284
160935618,0,0,19,0.023235053
160962414,0.111111111,1,9,0.046337766
161022573,1,9,9,0.998874515
161031426,0.115384615,3,26,0.086124339
161033206,0.068965517,2,29,0.015641842
161041248,0,0,20,0.012699395
161043500,0,0,20,0.021010571
161052792,0.2,2,10,0.068926824
161057265,0.05,1,20,0.003236044
161077765,0,0,20,0.058543698
161140296,0.1,1,10,0.022656848
161159140,0.1,2,20,0.002708882
161179026,0.25,2,8,0.289129136
161188236,0,0,20,0.014458537
161219316,0.1,1,10,0.089342062
161235163,0.24137931,7,29,0.049055533
161252626,1,10,10,0.304147197
161262424,1,9,9,0.908238817
161268333,0.666666667,20,30,0.455695849
161306750,0.05,1,20,0.064394432
161369928,0.1,2,20,0.005826182
161392941,0.25,5,20,0.033124277
161413103,0,0,10,0.035905918
161419665,0.125,1,8,0.091834098
161443289,0,0,20,0.013439433
161475392,0.9,9,10,0.999433731
161559726,0.8,8,10,0.882990174
161561316,0.1,1,10,0.049427893
161562261,0,0,20,0.003468702
161767204,0,0,20,0.021921663
161825770,0,0,20,0.01683377
161924511,0,0,8,0.015914212
161936308,0.25,2,8,0.029313812
161982594,0.05,1,20,0.03169007
162050750,0,0,10,0.029308065
162099313,0.1,1,10,0.081714746
162148595,0,0,17,0.042029731
162233330,0,0,10,0.006678077
162254442,0,0,20,0.00660562
162313603,0.052631579,1,19,0.001511549
162391533,0.2,2,10,0.018788161
162399386,0,0,10,0.015194841
162439894,0,0,10,0.004469978
162525556,0,0,10,0.080636424
162527871,0,0,9,0.02789123
162563051,0.038461538,1,26,0.028117947
162592458,0,0,20,0.085885116
162713963,0.5,5,10,0.019511298
162755413,0.15,3,20,0.010783045
162756164,0,0,19,0.006299496
162817809,0,0,20,0.008920046
162841152,0,0,10,0.050100848
162850653,0,0,10,0.005618979
162853834,0.1,1,10,0.056195512
162871573,0,0,20,0.008307359
162882284,0,0,20,0.01603751
162884954,0,0,10,0.068846463
162890391,0.1,1,10,0.075970537
162922050,0.142857143,4,28,0.014395302
162992830,0.24137931,7,29,0.050198988
163068436,1,9,9,0.999998084
163150019,0,0,20,0.007029875
163165553,0.9,9,10,0.253632484
163172730,0,0,30,0.361313107
163187932,0,0,9,0.011832575
163268078,0.111111111,1,9,0.031475361
163272863,0,0,9,0.025917105
163274622,0.1,1,10,0.174452722
163316166,0,0,20,0.023652054
163341899,0.1,2,20,0.037401722
163343411,0,0,19,0.069663436
163398297,0,0,9,0.019345245
163456252,0,0,20,0.011781465
163487795,0.5,15,30,0.049697356
163491718,0,0,20,0.018180798
163505113,0,0,9,0.042618456
163549723,0.4,8,20,0.036023317
163570077,0,0,20,0.043032742
163620255,0.444444444,4,9,0.14087794
163678621,0,0,8,0.022489368
163706923,0,0,10,0.03991185
163721243,0,0,10,0.034068298
163729795,0.1,1,10,0.025846482
163796281,0.1,1,10,0.006895511
163801081,0,0,18,0.012646519
163862800,0,0,10,0.001937912
163927166,0.2,2,10,0.007257908
163973127,0.1,1,10,0.063043918
164013551,0,0,9,0.008494286
164071062,0.052631579,1,19,0.005072278
164081918,0,0,20,0.005474459
164116334,0.05,1,20,0.026134435
164130740,0,0,10,0.013345629
164171563,0,0,10,0.017804398
164225740,0,0,9,0.008910407
164236339,0,0,10,0.006672273
164274577,0.233333333,7,30,0.080626172
164280207,0.05,1,20,0.009004228
164347308,0,0,9,0.007195107
164394401,0,0,10,0.032937855
164486287,0.111111111,3,27,0.053851552
164517226,0.933333333,28,30,0.826948215
164557546,0.2,4,20,0.011586227
164571079,0,0,10,0.001786614
164615959,0,0,20,0.016137941
164620340,0.4,4,10,0.38103417
164626969,0,0,20,0.021246556
164693334,0,0,30,0.077139484
164748451,0.1,1,10,0.012240314
164790909,1,9,9,0.472342779
164794799,0.4,4,10,0.022118201
164799134,0,0,10,0.236260909
164801730,0,0,19,0.00564851
164832331,0,0,20,0.025979439
164976295,0.035714286,1,28,0.012055426
164980369,0,0,20,0.004855692
165051907,0,0,10,0.005701105
165115398,0.052631579,1,19,0.067647989
165119359,0.15,3,20,0.062703703
165123496,0,0,9,0.014774729
165233460,0.518518519,14,27,0.338544662
165324155,0,0,10,0.010215219
165351738,0,0,10,0.040720331
165355638,0.05,1,20,0.034898025
165388319,0,0,10,0.019129881
165434522,0,0,10,0.003896906
165503038,0,0,10,0.027415071
